1.2D2D2D|0|
1.E8A6BE|147+15|
1.E8A6BF|147+15|
1.E8A780|147+18|
1.E8A792|148|
1.E8A793|148+2|
1.E8A794|148+2|
1.E8A795|148+4|
1.E8A796|148+4|
1.E8A797|148+4|
1.E8A798|148+4|
1.E8A799|148+4|
1.E8A79A|148+5|
1.E8A79B|148+5|
1.E8A79C|148+5|
1.E8A79D|148+5|
1.E8A79E|148+5|
1.E8A79F|148+6|
1.E8A7A0|148+6|
1.E8A7A1|148+6|
1.E8A7A2|148+6|
1.E8A7A3|148+6|
1.E8A7A4|148+6|
1.E8A7A5|148+6|
1.E8A7A6|148+6|
1.E8A7A7|148+6|
1.E8A7A8|148+7|
1.E8A7A9|148+7|
1.E8A7AA|148+7|
1.E8A7AB|148+7|
1.E8A7AC|148+8|
1.E8A7AD|148+8|
1.E8A7AE|148+8|
1.E8A7AF|148+8|
1.E8A7B0|148+9|
1.E8A7B1|148+9|
1.E8A7B2|148+10|
1.E8A7B3|148+10|
1.E8A7B4|148+11|
1.E8A7B5|148+12|
1.E8A7B6|148+12|
1.E8A7B7|148+13|
1.E8A7B8|148+13|
1.E8A7B9|148+13|
1.E8A7BA|148+14|
1.E8A7BB|148+15|
1.E8A7BC|148+15|
1.E8A7BD|148+16|
1.E8A7BE|148+16|
1.E8A7BF|148+18|
1.E8A880|149|
1.E8A881|149+0|
1.E8A882|149+2|
1.E8A883|149+2|
1.E8A884|149+2|
1.E8A885|149+2|
1.E8A886|149+2|
1.E8A887|149+2|
1.E8A888|149+2|
1.E8A889|149+3|
1.E8A88A|149+3|
1.E8A88B|149+3|
1.E8A88C|149+3|
1.E8A88D|149+3|
1.E8A88E|149+3|
1.E8A88F|149+3|
1.E8A890|149+3|
1.E8A891|149+3|
1.E8A892|149+3|
1.E8A893|149+3|
1.E8A894|149+3|
1.E8A895|149+3|
1.E8A896|149+3|
1.E8A897|149+3|
1.E8A898|149+3|
1.E8A899|149+3|
1.E8A89A|149+3|
1.E8A89B|149+4|
1.E8A89C|149+4|
1.E8A89D|149+4|
1.E8A89E|149+4|
1.E8A89F|149+4|
1.E8A8A0|149+4|
1.E8A8A1|149+4|
1.E8A8A2|149+4|
1.E8A8A3|149+4|
1.E8A8A4|149+4|
1.E8A8A5|149+4|
1.E8A8A6|149+4|
1.E8A8A7|149+4|
1.E8A8A8|149+4|
1.E8A8A9|149+4|
1.E8A8AA|149+4|
1.E8A8AB|149+4|
1.E8A8AC|149+4|
1.E8A8AD|149+4|
1.E8A8AE|149+4|
1.E8A8AF|149+4|
1.E8A8B0|149+4|
1.E8A8B1|149+4|
1.E8A8B2|149+4|
1.E8A8B3|149+4|
1.E8A8B4|149+5|
1.E8A8B5|149+5|
1.E8A8B6|149+5|
1.E8A8B7|149+5|
1.E8A8B8|149+5|
1.E8A8B9|149+5|
1.E8A8BA|149+5|
1.E8A8BB|149+5|
1.E8A8BC|149+5|
1.E8A8BD|149+5|
1.E8A8BE|149+5|
1.E8A8BF|149+5|
1.E8A980|149+5|
1.E8A981|149+5|
1.E8A982|149+5|
1.E8A983|149+5|
1.E8A984|149+5|
1.E8A985|149+5|
1.E8A986|149+5|
1.E8A987|149+5|
1.E8A988|149+5|
1.E8A989|149+5|
1.E8A98A|149+5|
1.E8A98B|149+5|
1.E8A98C|149+5|
1.E8A98D|149+5|
1.E8A98E|149+5|
1.E8A98F|149+5|
1.E8A990|149+5|
1.E8A991|149+5|
1.E8A992|149+5|
1.E8A993|149+5|
1.E8A994|149+5|
1.E8A995|149+5|
1.E8A996|149+5|
1.E8A997|149+5|
1.E8A998|149+5|
1.E8A999|149+5|
1.E8A99A|149+5|
1.E8A99B|149+5|
1.E8A99C|149+5|
1.E8A99D|149+5|
1.E8A99E|149+5|
1.E8A99F|149+5|
1.E8A9A0|149+5|
1.E8A9A1|149+6|
1.E8A9A2|149+6|
1.E8A9A3|149+6|
1.E8A9A4|149+6|
1.E8A9A5|149+6|
1.E8A9A6|149+6|
1.E8A9A7|149+6|
1.E8A9A8|149+6|
1.E8A9A9|149+6|
1.E8A9AA|149+6|
1.E8A9AB|149+6|
1.E8A9AC|149+6|
1.E8A9AD|149+6|
1.E8A9AE|149+6|
1.E8A9AF|149+6|
1.E8A9B0|149+6|
1.E8A9B1|149+6|
1.E8A9B2|149+6|
1.E8A9B3|149+6|
1.E8A9B4|149+6|
1.E8A9B5|149+6|
1.E8A9B6|149+6|
1.E8A9B7|149+6|
1.E8A9B8|149+6|
1.E8A9B9|149+6|
1.E8A9BA|149+6|
1.E8A9BB|149+6|
1.E8A9BC|149+6|
1.E8A9BD|149+6|
1.E8A9BE|149+6|
1.E8A9BF|149+6|
1.E8AA80|149+6|
1.E8AA81|149+6|
1.E8AA82|149+6|
1.E8AA83|149+6|
1.E8AA84|149+6|
1.E8AA85|149+6|
1.E8AA86|149+6|
1.E8AA87|149+6|
1.E8AA88|149+6|
1.E8AA89|149+6|
1.E8AA8A|149+6|
1.E8AA8B|149+7|
1.E8AA8C|149+7|
1.E8AA8D|149+7|
1.E8AA8E|149+7|
1.E8AA8F|149+7|
1.E8AA90|149+7|
1.E8AA91|149+7|
1.E8AA92|149+7|
1.E8AA93|149+7|
1.E8AA94|149+7|
1.E8AA95|149+7|
1.E8AA96|149+7|
1.E8AA97|149+7|
1.E8AA98|149+7|
1.E8AA99|149+7|
1.E8AA9A|149+7|
1.E8AA9B|149+7|
1.E8AA9C|149+7|
1.E8AA9D|149+7|
1.E8AA9E|149+7|
1.E8AA9F|149+7|
1.E8AAA0|149+7|
1.E8AAA1|149+7|
1.E8AAA2|149+7|
1.E8AAA3|149+7|
1.E8AAA4|149+7|
1.E8AAA5|149+7|
1.E8AAA6|149+7|
1.E8AAA7|149+7|
1.E8AAA8|149+7|
1.E8AAA9|149+7|
1.E8AAAA|149+7|
1.E8AAAA|149+7|
1.E8AAAA|149+7|
1.E8AAAB|149+7|
1.E8AAAC|149+7|
1.E8AAAD|149+7|
1.E8AAAE|149+7|
1.E8AAAF|149+8|
1.E8AAB0|149+8|
1.E8AAB1|149+8|
1.E8AAB2|149+8|
1.E8AAB3|149+8|
1.E8AAB4|149+8|
1.E8AAB5|149+8|
1.E8AAB6|149+8|
1.E8AAB7|149+8|
1.E8AAB8|149+8|
1.E8AAB9|149+8|
1.E8AABA|149+8|
1.E8AABB|149+8|
1.E8AABC|149+8|
1.E8AABD|149+8|
1.E8AABE|149+8|
1.E8AABF|149+8|
1.E8AB80|149+8|
1.E8AB81|149+8|
1.E8AB82|149+8|
1.E8AB83|149+8|
1.E8AB84|149+8|
1.E8AB85|149+8|
1.E8AB86|149+8|
1.E8AB87|149+8|
1.E8AB88|149+8|
1.E8AB89|149+8|
1.E8AB8A|149+8|
1.E8AB8B|149+8|
1.E8AB8C|149+8|
1.E8AB8D|149+8|
1.E8AB8E|149+8|
1.E8AB8F|149+8|
1.E8AB90|149+8|
1.E8AB91|149+8|
1.E8AB92|149+8|
1.E8AB92|149+8|
1.E8AB93|149+8|
1.E8AB94|149+8|
1.E8AB95|149+8|
1.E8AB96|149+8|
1.E8AB96|149+8|
1.E8AB97|149+8|
1.E8AB98|149+8|
1.E8AB99|149+8|
1.E8AB9A|149+8|
1.E8AB9B|149+9|
1.E8AB9C|149+9|
1.E8AB9D|149+9|
1.E8AB9E|149+9|
1.E8AB9F|149+9|
1.E8ABA0|149+9|
1.E8ABA1|149+9|
1.E8ABA2|149+9|
1.E8ABA3|149+9|
1.E8ABA4|149+9|
1.E8ABA5|149+9|
1.E8ABA6|149+9|
1.E8ABA7|149+9|
1.E8ABA8|149+9|
1.E8ABA9|149+8|
1.E8ABAA|149+9|
1.E8ABAB|149+9|
1.E8ABAC|149+9|
1.E8ABAD|149+9|
1.E8ABAE|149+9|
1.E8ABAF|149+9|
1.E8ABB0|149+9|
1.E8ABB1|149+9|
1.E8ABB2|149+9|
1.E8ABB3|149+9|
1.E8ABB4|149+9|
1.E8ABB5|149+9|
1.E8ABB6|149+9|
1.E8ABB7|149+9|
1.E8ABB8|149+9|
1.E8ABB8|149+9|
1.E8ABB9|149+9|
1.E8ABBA|149+9|
1.E8ABBB|149+9|
1.E8ABBC|149+9|
1.E8ABBD|149+9|
1.E8ABBE|149+9|
1.E8ABBE|149+9|
1.E8ABBF|149+9|
1.E8AC80|149+9|
1.E8AC81|149+9|
1.E8AC82|149+9|
1.E8AC83|149+9|
1.E8AC84|149+10|
1.E8AC85|149+10|
1.E8AC86|149+10|
1.E8AC87|149+10|
1.E8AC88|149+10|
1.E8AC89|149+10|
1.E8AC8A|149+10|
1.E8AC8B|149+10|
1.E8AC8C|149+10|
1.E8AC8D|149+10|
1.E8AC8E|149+10|
1.E8AC8F|149+10|
1.E8AC90|149+10|
1.E8AC91|149+10|
1.E8AC92|149+10|
1.E8AC93|149+10|
1.E8AC94|149+10|
1.E8AC95|149+10|
1.E8AC96|149+10|
1.E8AC97|149+10|
1.E8AC98|149+10|
1.E8AC99|149+10|
1.E8AC9A|149+10|
1.E8AC9B|149+10|
1.E8AC9C|149+10|
1.E8AC9D|149+10|
1.E8AC9E|149+10|
1.E8AC9F|149+10|
1.E8ACA0|149+10|
1.E8ACA1|149+10|
1.E8ACA2|149+10|
1.E8ACA3|149+11|
1.E8ACA4|149+11|
1.E8ACA5|149+11|
1.E8ACA6|149+11|
1.E8ACA7|149+11|
1.E8ACA8|149+11|
1.E8ACA9|149+11|
1.E8ACAA|149+11|
1.E8ACAB|149+11|
1.E8ACAC|149+11|
1.E8ACAD|149+11|
1.E8ACAE|149+11|
1.E8ACAF|149+11|
1.E8ACB0|149+11|
1.E8ACB1|149+11|
1.E8ACB2|149+11|
1.E8ACB3|149+11|
1.E8ACB4|149+11|
1.E8ACB5|149+11|
1.E8ACB6|149+11|
1.E8ACB7|149+11|
1.E8ACB8|149+11|
1.E8ACB9|149+11|
1.E8ACBA|149+11|
1.E8ACBB|149+11|
1.E8ACBC|149+11|
1.E8ACBD|149+11|
1.E8ACBE|149+11|
1.E8ACBF|149+12|
1.E8AD80|149+12|
1.E8AD81|149+12|
1.E8AD82|149+12|
1.E8AD83|149+12|
1.E8AD84|149+12|
1.E8AD85|149+12|
1.E8AD86|149+12|
1.E8AD87|149+12|
1.E8AD88|149+12|
1.E8AD89|149+12|
1.E8AD8A|149+12|
1.E8AD8B|149+12|
1.E8AD8C|149+12|
1.E8AD8D|149+13|
1.E8AD8E|149+12|
1.E8AD8F|149+12|
1.E8AD90|149+12|
1.E8AD91|149+12|
1.E8AD92|149+12|
1.E8AD93|149+12|
1.E8AD94|149+12|
1.E8AD95|149+12|
1.E8AD96|149+12|
1.E8AD97|149+12|
1.E8AD98|149+12|
1.E8AD98|149+12|
1.E8AD99|149+12|
1.E8AD9A|149+12|
1.E8AD9B|149+12|
1.E8AD9C|149+12|
1.E8AD9D|149+13|
1.E8AD9E|149+13|
1.E8AD9F|149+13|
1.E8ADA0|149+13|
1.E8ADA1|149+13|
1.E8ADA2|149+13|
1.E8ADA3|149+13|
1.E8ADA4|149+13|
1.E8ADA5|149+13|
1.E8ADA6|149+13|
1.E8ADA7|149+13|
1.E8ADA8|149+13|
1.E8ADA9|149+13|
1.E8ADAA|149+13|
1.E8ADAB|149+13|
1.E8ADAC|149+13|
1.E8ADAD|149+13|
1.E8ADAE|149+13|
1.E8ADAF|149+13|
1.E8ADB0|149+13|
1.E8ADB1|149+13|
1.E8ADB2|149+13|
1.E8ADB3|149+14|
1.E8ADB4|149+14|
1.E8ADB5|149+14|
1.E8ADB6|149+14|
1.E8ADB7|149+14|
1.E8ADB8|149+14|
1.E8ADB9|149+14|
1.E8ADBA|149+14|
1.E8ADBB|149+14|
1.E8ADBC|149+14|
1.E8ADBD|149+14|
1.E8ADBE|149+15|
1.E8ADBF|149+15|
1.E8AE80|149+15|
1.E8AE80|149+15|
1.E8AE81|149+15|
1.E8AE82|149+15|
1.E8AE83|149+15|
1.E8AE84|149+15|
1.E8AE85|149+15|
1.E8AE86|149+16|
1.E8AE87|149+16|
1.E8AE88|149+16|
1.E8AE89|149+16|
1.E8AE8A|149+16|
1.E8AE8B|149+16|
1.E8AE8C|149+16|
1.E8AE8D|149+16|
1.E8AE8E|149+16|
1.E8AE8F|149+16|
1.E8AE90|149+16|
1.E8AE91|149+17|
1.E8AE92|149+17|
1.E8AE93|149+17|
1.E8AE94|149+17|
1.E8AE95|149+17|
1.E8AE96|149+17|
1.E8AE97|149+18|
1.E8AE98|149+18|
1.E8AE99|149+18|
1.E8AE9A|149+19|
1.E8AE9B|149+19|
1.E8AE9C|149+20|
1.E8AE9D|149+20|
1.E8AE9E|149+20|
1.E8AE9F|149+22|
1.E8AEA0|149+0|
1.E8AEA1|149+2|
1.E8AEA2|149+2|
1.E8AEA3|149+2|
1.E8AEA4|149+2|
1.E8AEA5|149+2|
1.E8AEA6|149+3|
1.E8AEA7|149+3|
1.E8AEA8|149+3|
1.E8AEA9|149+3|
1.E8AEAA|149+3|
1.E8AEAB|149+3|
1.E8AEAC|149+3|
1.E8AEAD|149+3|
1.E8AEAE|149+3|
1.E8AEAF|149+3|
1.E8AEB0|149+3|
1.E8AEB1|149+3|
1.E8AEB2|149+4|
1.E8AEB3|149+4|
1.E8AEB4|149+4|
1.E8AEB5|149+4|
1.E8AEB6|149+4|
1.E8AEB7|149+4|
1.E8AEB8|149+4|
1.E8AEB9|149+4|
1.E8AEBA|149+4|
1.E8AEBB|149+4|
1.E8AEBC|149+4|
1.E8AEBD|149+4|
1.E8AEBE|149+4|
1.E8AEBF|149+4|
1.E8AF80|149+4|
1.E8AF81|149+5|
1.E8AF82|149+5|
1.E8AF83|149+5|
1.E8AF84|149+5|
1.E8AF85|149+5|
1.E8AF86|149+5|
1.E8AF87|149+5|
1.E8AF88|149+5|
1.E8AF89|149+5|
1.E8AF8A|149+5|
1.E8AF8B|149+5|
1.E8AF8C|149+5|
1.E8AF8D|149+5|
1.E8AF8E|149+5|
1.E8AF8F|149+5|
1.E8AF90|149+5|
1.E8AF91|149+5|
1.E8AF92|149+5|
1.E8AF93|149+6|
1.E8AF94|149+6|
1.E8AF95|149+6|
1.E8AF96|149+6|
1.E8AF97|149+6|
1.E8AF98|149+6|
1.E8AF99|149+6|
1.E8AF9A|149+6|
1.E8AF9B|149+6|
1.E8AF9C|149+6|
1.E8AF9D|149+6|
1.E8AF9E|149+6|
1.E8AF9F|149+6|
1.E8AFA0|149+6|
1.E8AFA1|149+6|
1.E8AFA2|149+6|
1.E8AFA3|149+6|
1.E8AFA4|149+6|
1.E8AFA5|149+6|
1.E8AFA6|149+6|
1.E8AFA7|149+6|
1.E8AFA8|149+6|
1.E8AFA9|149+6|
1.E8AFAA|149+7|
1.E8AFAB|149+7|
1.E8AFAC|149+7|
1.E8AFAD|149+7|
1.E8AFAE|149+7|
1.E8AFAF|149+7|
1.E8AFB0|149+7|
1.E8AFB1|149+7|
1.E8AFB2|149+7|
1.E8AFB3|149+7|
1.E8AFB4|149+7|
1.E8AFB5|149+7|
1.E8AFB6|149+7|
1.E8AFB7|149+8|
1.E8AFB8|149+8|
1.E8AFB9|149+8|
1.E8AFBA|149+8|
1.E8AFBB|149+8|
1.E8AFBC|149+8|
1.E8AFBD|149+8|
1.E8AFBE|149+8|
1.E8AFBF|149+8|
1.E8B080|149+8|
1.E8B081|149+8|
1.E8B082|149+8|
1.E8B083|149+8|
1.E8B084|149+8|
1.E8B085|149+8|
1.E8B086|149+8|
1.E8B087|149+8|
1.E8B088|149+8|
1.E8B089|149+8|
1.E8B08A|149+8|
1.E8B08B|149+9|
1.E8B08C|149+9|
1.E8B08D|149+9|
1.E8B08E|149+9|
1.E8B08F|149+9|
1.E8B090|149+9|
1.E8B091|149+9|
1.E8B092|149+9|
1.E8B093|149+9|
1.E8B094|149+9|
1.E8B095|149+9|
1.E8B096|149+9|
1.E8B097|149+9|
1.E8B098|149+9|
1.E8B099|149+9|
1.E8B09A|149+9|
1.E8B09B|149+9|
1.E8B09C|149+9|
1.E8B09D|149+9|
1.E8B09E|149+9|
1.E8B09F|149+10|
1.E8B0A0|149+10|
1.E8B0A1|149+10|
1.E8B0A2|149+10|
1.E8B0A3|149+10|
1.E8B0A4|149+10|
1.E8B0A5|149+10|
1.E8B0A6|149+10|
1.E8B0A7|149+10|
1.E8B0A8|149+11|
1.E8B0A9|149+11|
1.E8B0AA|149+11|
1.E8B0AB|149+11|
1.E8B0AC|149+11|
1.E8B0AD|149+12|
1.E8B0AE|149+12|
1.E8B0AF|149+12|
1.E8B0B0|149+12|
1.E8B0B1|149+12|
1.E8B0B2|149+12|
1.E8B0B3|149+13|
1.E8B0B4|149+13|
1.E8B0B5|149+13|
1.E8B0B6|149+17|
1.E8B0B7|150|
1.E8B0B9|150+4|
1.E8B0BA|150+4|
1.E8B0BB|150+4|
1.E8B0BC|150+6|
1.E8B0BD|150+7|
1.E8B0BE|150+8|
1.E8B0BF|150+10|
1.E8B180|150+10|
1.E8B181|150+10|
1.E8B182|150+11|
1.E8B183|150+12|
1.E8B184|150+15|
1.E8B185|150+16|
1.E8B186|151|
1.E8B187|151+3|
1.E8B188|151+3|
1.E8B189|151+4|
1.E8B18A|151+6|
1.E8B18B|151+6|
1.E8B18C|151+8|
1.E8B18D|151+8|
1.E8B18E|151+8|
1.E8B18F|151+10|
1.E8B190|151+11|
1.E8B191|151+13|
1.E8B192|151+18|
1.E8B193|151+20|
1.E8B194|151+21|
1.E8B195|152|
1.E8B196|152+1|
1.E8B197|152+3|
1.E8B198|152+4|
1.E8B199|152+4|
1.E8B19A|152+4|
1.E8B19B|152+4|
1.E8B19C|152+4|
1.E8B19D|152+4|
1.E8B19E|152+5|
1.E8B19F|152+5|
1.E8B1A0|152+5|
1.E8B1A1|152+5|
1.E8B1A2|152+6|
1.E8B1A3|152+6|
1.E8B1A4|152+6|
1.E8B1A5|152+6|
1.E8B1A6|152+6|
1.E8B1A7|152+7|
1.E8B1A8|152+7|
1.E8B1A9|152+7|
1.E8B1AA|152+7|
1.E8B1AB|152+9|
1.E8B1AC|152+9|
1.E8B1AD|152+9|
1.E8B1AE|152+9|
1.E8B1AF|152+10|
1.E8B1B0|152+10|
1.E8B1B1|152+10|
1.E8B1B2|152+10|
1.E8B1B3|152+10|
1.E8B1B4|152+11|
1.E8B1B5|152+11|
1.E8B1B6|152+13|
1.E8B1B7|152+12|
1.E8B1B8|153|
1.E8B1B9|153+3|
1.E8B1BA|153+3|
1.E8B1BB|153+3|
1.E8B1BC|153+4|
1.E8B1BD|153+4|
1.E8B1BE|153+5|
1.E8B1BF|153+5|
1.E8B280|153+5|
1.E8B281|153+5|
1.E8B282|153+5|
1.E8B283|153+5|
1.E8B284|153+6|
1.E8B285|153+6|
1.E8B286|153+6|
1.E8B287|153+6|
1.E8B288|153+6|
1.E8B289|153+6|
1.E8B28A|153+6|
1.E8B28B|153+7|
1.E8B28C|153+7|
1.E8B28D|153+7|
1.E8B28E|153+8|
1.E8B28F|153+8|
1.E8B290|153+9|
1.E8B291|153+9|
1.E8B292|153+9|
1.E8B293|153+9|
1.E8B294|153+10|
1.E8B295|153+10|
1.E8B296|153+10|
1.E8B297|153+11|
1.E8B298|153+11|
1.E8B299|153+11|
1.E8B29A|153+12|
1.E8B29B|153+18|
1.E8B29C|153+20|
1.E8B29D|154|
1.E8B29E|154+2|
1.E8B29F|154+2|
1.E8B2A0|154+2|
1.E8B2A1|154+3|
1.E8B2A2|154+3|
1.E8B2A3|154+3|
1.E8B2A4|154+3|
1.E8B2A5|154+4|
1.E8B2A6|154+4|
1.E8B2A7|154+4|
1.E8B2A8|154+4|
1.E8B2A9|154+4|
1.E8B2AA|154+4|
1.E8B2AB|154+4|
1.E8B2AC|154+4|
1.E8B2AD|154+4|
1.E8B2AE|154+4|
1.E8B2AF|154+5|
1.E8B2B0|154+5|
1.E8B2B1|154+5|
1.E8B2B2|154+5|
1.E8B2B3|154+5|
1.E8B2B4|154+5|
1.E8B2B5|154+5|
1.E8B2B6|154+5|
1.E8B2B7|154+5|
1.E8B2B8|154+5|
1.E8B2B9|154+5|
1.E8B2BA|154+5|
1.E8B2BB|154+5|
1.E8B2BC|154+5|
1.E8B2BD|154+5|
1.E8B2BE|154+5|
1.E8B2BF|154+5|
1.E8B380|154+5|
1.E8B381|154+5|
1.E8B382|154+6|
1.E8B382|154+6|
1.E8B383|154+6|
1.E8B384|154+6|
1.E8B385|154+6|
1.E8B386|154+6|
1.E8B387|154+6|
1.E8B388|154+6|
1.E8B388|154+6|
1.E8B389|154+6|
1.E8B38A|154+6|
1.E8B38B|154+6|
1.E8B38C|154+6|
1.E8B38D|154+6|
1.E8B38E|154+6|
1.E8B38F|154+7|
1.E8B390|154+7|
1.E8B391|154+7|
1.E8B392|154+7|
1.E8B393|154+7|
1.E8B394|154+7|
1.E8B395|154+7|
1.E8B396|154+7|
1.E8B397|154+7|
1.E8B398|154+7|
1.E8B399|154+8|
1.E8B39A|154+8|
1.E8B39B|154+8|
1.E8B39C|154+8|
1.E8B39D|154+8|
1.E8B39E|154+8|
1.E8B39F|154+8|
1.E8B3A0|154+8|
1.E8B3A1|154+8|
1.E8B3A2|154+8|
1.E8B3A3|154+8|
1.E8B3A4|154+8|
1.E8B3A5|154+8|
1.E8B3A6|154+8|
1.E8B3A7|154+8|
1.E8B3A8|154+8|
1.E8B3A9|154+8|
1.E8B3AA|154+8|
1.E8B3AB|154+8|
1.E8B3AC|154+8|
1.E8B3AD|154+9|
1.E8B3AE|154+9|
1.E8B3AF|154+9|
1.E8B3B0|154+9|
1.E8B3B1|154+9|
1.E8B3B2|154+9|
1.E8B3B3|154+9|
1.E8B3B4|154+9|
1.E8B3B5|154+9|
1.E8B3B6|154+10|
1.E8B3B7|154+10|
1.E8B3B8|154+10|
1.E8B3B9|154+10|
1.E8B3BA|154+10|
1.E8B3BB|154+10|
1.E8B3BC|154+10|
1.E8B3BD|154+10|
1.E8B3BE|154+11|
1.E8B3BF|154+11|
1.E8B480|154+11|
1.E8B482|154+11|
1.E8B483|154+11|
1.E8B484|154+11|
1.E8B485|154+11|
1.E8B486|154+12|
1.E8B487|154+12|
1.E8B488|154+12|
1.E8B489|154+12|
1.E8B48A|154+12|
1.E8B48B|154+12|
1.E8B48C|154+12|
1.E8B48D|154+13|
1.E8B48E|154+13|
1.E8B48F|154+13|
1.E8B490|154+14|
1.E8B491|154+14|
1.E8B492|154+14|
1.E8B493|154+14|
1.E8B494|154+14|
1.E8B495|154+15|
1.E8B495|154+22|
1.E8B496|154+15|
1.E8B497|154+15|
1.E8B498|154+15|
1.E8B499|154+16|
1.E8B49A|154+16|
1.E8B49B|154+17|
1.E8B49C|154+18|
1.E8B49D|154+0|
1.E8B49E|154+2|
1.E8B49F|154+2|
1.E8B4A0|154+2|
1.E8B4A1|154+3|
1.E8B4A2|154+3|
1.E8B4A3|154+4|
1.E8B4A4|154+4|
1.E8B4A5|154+4|
1.E8B4A6|154+4|
1.E8B4A7|154+4|
1.E8B4A8|154+4|
1.E8B4A9|154+4|
1.E8B4AA|154+4|
1.E8B4AB|154+4|
1.E8B4AC|154+4|
1.E8B4AD|154+4|
1.E8B4AE|154+4|
1.E8B4AF|154+4|
1.E8B4B0|154+5|
1.E8B4B1|154+5|
1.E8B4B2|154+5|
1.E8B4B3|154+5|
1.E8B4B4|154+5|
1.E8B4B5|154+5|
1.E8B4B6|154+5|
1.E8B4B7|154+5|
1.E8B4B8|154+5|
1.E8B4B9|154+5|
1.E8B4BA|154+5|
1.E8B4BB|154+5|
1.E8B4BC|154+6|
1.E8B4BD|154+6|
1.E8B4BE|154+6|
1.E8B4BF|154+6|
1.E8B580|154+6|
1.E8B581|154+6|
1.E8B582|154+6|
1.E8B583|154+6|
1.E8B584|154+6|
1.E8B585|154+6|
1.E8B586|154+6|
1.E8B587|154+7|
1.E8B588|154+7|
1.E8B589|154+7|
1.E8B58A|154+7|
1.E8B58B|154+8|
1.E8B58C|154+8|
1.E8B58D|154+8|
1.E8B58E|154+8|
1.E8B58F|154+8|
1.E8B590|154+8|
1.E8B591|154+8|
1.E8B592|154+8|
1.E8B593|154+8|
1.E8B594|154+8|
1.E8B595|154+8|
1.E8B596|154+9|
1.E8B597|154+9|
1.E8B598|154+10|
1.E8B599|154+10|
1.E8B59A|154+10|
1.E8B59B|154+10|
1.E8B59C|154+11|
1.E8B59D|154+12|
1.E8B59E|154+12|
1.E8B59F|154+12|
1.E8B5A0|154+12|
1.E8B5A1|154+13|
1.E8B5A2|154+13|
1.E8B5A3|154+17|
1.E8B5A4|155|
1.E8B5A5|155+4|
1.E8B5A6|155+4|
1.E8B5A7|155+5|
1.E8B5A8|155+6|
1.E8B5A9|155+6|
1.E8B5AA|155+6|
1.E8B5AB|155+7|
1.E8B5AC|155+9|
1.E8B5AD|155+9|
1.E8B5AE|155+9|
1.E8B5AF|155+10|
1.E8B5B0|156|
1.E8B5B1|156+0|
1.E8B5B2|156+2|
1.E8B5B3|156+3|
1.E8B5B4|156+2|
1.E8B5B5|156+2|
1.E8B5B6|156+3|
1.E8B5B7|156+3|
1.E8B5B8|156+3|
1.E8B5B9|156+4|
1.E8B5BA|156+4|
1.E8B5BB|156+4|
1.E8B5BC|156+4|
1.E8B5BD|156+4|
1.E8B5BE|156+4|
1.E8B5BF|156+4|
1.E8B680|156+5|
1.E8B681|156+5|
1.E8B682|156+5|
1.E8B683|156+5|
1.E8B684|156+5|
1.E8B685|156+5|
1.E8B686|156+5|
1.E8B687|156+5|
1.E8B688|156+5|
1.E8B689|156+5|
1.E8B68A|156+5|
1.E8B68B|156+5|
1.E8B68C|156+6|
1.E8B68D|156+6|
1.E8B68E|156+6|
1.E8B68F|156+6|
1.E8B690|156+6|
1.E8B691|156+6|
1.E8B692|156+6|
1.E8B693|156+6|
1.E8B694|156+6|
1.E8B695|156+7|
1.E8B696|156+7|
1.E8B697|156+7|
1.E8B698|156+7|
1.E8B699|156+7|
1.E8B69A|156+7|
1.E8B69B|156+8|
1.E8B69C|156+8|
1.E8B69D|156+8|
1.E8B69E|156+8|
1.E8B69F|156+8|
1.E8B6A0|156+8|
1.E8B6A1|156+8|
1.E8B6A2|156+8|
1.E8B6A3|156+8|
1.E8B6A4|156+8|
1.E8B6A5|156+8|
1.E8B6A6|156+8|
1.E8B6A7|156+8|
1.E8B6A8|156+10|
1.E8B6A9|156+12|
1.E8B6AA|156+12|
1.E8B6AB|156+12|
1.E8B6AC|156+12|
1.E8B6AD|156+12|
1.E8B6AE|156+13|
1.E8B6AF|156+14|
1.E8B6B0|156+14|
1.E8B6B1|156+16|
1.E8B6B2|156+19|
1.E8B6B3|157|
1.E8B6B4|157+2|
1.E8B6B5|157+3|
1.E8B6B6|157+3|
1.E8B6B7|157+3|
1.E8B6B8|157+3|
1.E8B6B9|157+4|
1.E8B6BA|157+4|
1.E8B6BB|157+4|
1.E8B6BC|157+4|
1.E8B6BD|157+4|
1.E8B6BE|157+4|
1.E8B6BF|157+4|
1.E8B780|157+4|
1.E8B781|157+4|
1.E8B782|157+4|
1.E8B783|157+4|
1.E8B784|157+4|
1.E8B785|157+5|
1.E8B786|157+5|
1.E8B787|157+5|
1.E8B788|157+5|
1.E8B789|157+5|
1.E8B78A|157+5|
1.E8B78B|157+5|
1.E8B78C|157+5|
1.E8B78D|157+5|
1.E8B78E|157+5|
1.E8B78F|157+5|
1.E8B790|157+5|
1.E8B791|157+5|
1.E8B792|157+5|
1.E8B793|157+5|
1.E8B794|157+5|
1.E8B795|157+5|
1.E8B796|157+5|
1.E8B797|157+5|
1.E8B798|157+5|
1.E8B799|157+5|
1.E8B79A|157+5|
1.E8B79B|157+5|
1.E8B79C|157+5|
1.E8B79D|157+5|
